molecule_chembl_id,canonical_smiles,target_pref_name,standard_type,standard_value,assay_description,bioactivity_class,assay_chembl_id
CHEMBL1387436,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccc2c(c1)OCO2,Mitochondrial import inner membrane translocase subunit TIM10,IC50,15800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1721165,C[C@@]12C(=O)Nc3ccc(Br)cc3C(=O)N1[C@H]1c3ccccc3OC[C@@H]1[C@@H]2c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,3810,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1530793,CC(=O)Nc1cccc(-c2cc(-c3c(Cl)cccc3Cl)no2)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,8630,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1459044,Cc1ccc(S(=O)(=O)n2ccc(OC(=O)c3cccs3)n2)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,8320,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1351370,O=C1NN=C(c2ccc(Br)cc2)CC1c1ccc(Cl)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,23200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1327407,Cc1cccc(C(=O)Oc2cccc3c(O)cccc23)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,8120,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1327501,O=C(Nc1nc2ccccc2s1)C1CCCN1S(=O)(=O)c1ccc(Cl)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,49300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL3195220,CC1=C(C)/C(=N/OC(=O)c2cccc([N+](=O)[O-])c2)C=CC1=O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,5210,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1530913,O=C(Nc1ccccc1)C1C(c2ccccc2)C1(Cl)Cl,Mitochondrial import inner membrane translocase subunit TIM10,IC50,20600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL93109,Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,17400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1330888,CC(C)n1ncc2c(C(=O)NCC(=O)Nc3ccccc3Br)cc(C3CC3)nc21,Mitochondrial import inner membrane translocase subunit TIM10,IC50,27800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1571029,COc1ccc(OC)c(-c2csc(NC(=O)Cc3ccc(F)cc3)n2)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,27700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1347663,Cc1ccc(C(=O)Nc2nc(C(C)(C)C)cs2)s1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,20900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1337538,CCOC(=O)c1c(C)oc2c1c(C(c1cccnc1)N1CCCCC1)c(O)c1ccccc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,36100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1602515,CC1(C)CC(=O)C=C(c2cccc(Cl)c2O)C1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,13100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1430796,CCOC(=O)c1c(NC(=O)CSc2nnnn2-c2ccc(OC)cc2)sc(C)c1C,Mitochondrial import inner membrane translocase subunit TIM10,IC50,11600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1544460,O=C(CC(=O)c1cc(Cl)ccc1O)c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,11100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL324389,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc(O)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,2320,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1587181,CC1CCc2c(sc3nc(C(C)(C)C)nc(N4CCN(C(=O)CCl)CC4)c23)C1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,23300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1367521,Cc1ccc(Nc2nc(Cl)c(C=O)s2)cc1Cl,Mitochondrial import inner membrane translocase subunit TIM10,IC50,3450,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL3199518,CCN(CC)c1ccc(/C=N/NC(=O)c2ccc3c(c2)OCCO3)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,11500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1315195,Cc1csc2nc(O)c(C(=O)NCCCc3ccccc3)c(=O)n12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,8440,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1398317,COc1cccc(NC(=O)c2ccccc2)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,3420,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1565506,Cc1ccc(S(=O)(=O)Oc2ccccc2C=C2C(=O)N(C)C(=O)N(C)C2=O)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,4570,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1355969,CCOC(=O)c1cccc(OC(=O)CCNC(=O)c2ccc(Cl)cc2)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,26900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1498729,O=c1oc(-c2ccc(Br)o2)nc2ccccc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,8590,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1532303,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCN(c2ccnc3cc(Cl)ccc23)CC1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,10200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1606110,c1ccc2[nH]c(CSc3nc4ccccc4o3)nc2c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,18600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL378887,c1ccc2[nH]c(-c3ccc4c(c3)OCO4)nc2c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,12400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL3191217,C/C(=N\Nc1nc2ccccc2s1)c1cccs1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,17000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1375117,C=CCn1c(SCc2cc(=O)n3ccsc3n2)nc2cc(Cl)ccc2c1=O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,9660,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1330558,O=[N+]([O-])c1cc(O)c2ncccc2c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,7750,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1311810,O=C(NC(=S)NC(=O)c1ccccc1F)c1ccccc1F,Mitochondrial import inner membrane translocase subunit TIM10,IC50,8390,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1492986,O=C(NCc1ccc2c(c1)OCO2)c1c(O)nc2sccn2c1=O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,1630,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1307827,CC(C(Sc1ccccc1N)c1ccccc1)[N+](=O)[O-],Mitochondrial import inner membrane translocase subunit TIM10,IC50,5260,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1427221,O=C(CCl)Nc1cccc(-c2cnc3ccccc3n2)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,14600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1576940,CC1(C)c2cc(Cl)ccc2-n2c1cc(O)c(-c1ccccc1)c2=O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,11500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1456085,O=C(Nc1ccc(Nc2ccccc2)cc1)c1ccc(Cl)c([N+](=O)[O-])c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,10800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1414613,O=Cc1cnc2ccccc2c1-c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,9530,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1431301,O=C1c2ccccc2C(=O)N1c1nc(-c2cccs2)cs1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,6520,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1190912,COc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,7480,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1466371,CC(C)OC(=O)c1cccnc1SCc1cc(=O)n2ccccc2n1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,42400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1307957,OCCOCCNc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,11700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1466340,CCc1cccc2c(C(=O)CCl)c[nH]c12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,25100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1391820,COc1ccc(CCN(/C=C2\Sc3ccccc3C2=O)C(C)=O)cc1OC,Mitochondrial import inner membrane translocase subunit TIM10,IC50,26300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL3183210,Cc1nc2ccccc2n1/N=C/c1ccc([N+](=O)[O-])s1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,2140,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1369255,CC1c2[nH]c3ccccc3c2CCN1C(=O)Nc1ccccc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,14000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1459578,CC(C)(C)c1ccc(Oc2ccc(N)cc2)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,13700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1548872,CCOC(=O)NNc1ccc2nonc2c1[N+](=O)[O-],Mitochondrial import inner membrane translocase subunit TIM10,IC50,10300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1587506,O=C1/C(=C/c2ccncc2)SC(=S)N1C1CCCCC1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,27400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1439219,NNC(=O)c1nc(-c2ccccc2)cc(-c2ccccc2)n1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,12500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1577004,CC1CCc2c(c3ccccc3n2C(=O)CCl)C1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,5120,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1317322,COc1ccc(-c2ccc(NC(=O)c3ccco3)cc2)nn1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,10500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1528158,CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)cc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,10200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1580304,Cc1cc(Nc2ccccc2)nn1C(=O)c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,11300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL3198941,O=C(N/N=C/c1ccc(Br)s1)c1c[nH]c2ccccc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,13100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1412150,CC1(C)OC(=O)C(=Cc2ccc[nH]2)C(=O)O1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,7410,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1544978,Cn1cccc1-c1nc2cc(NC(=O)c3cccs3)ccc2[nH]1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,28200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL86104,Oc1ccc(Br)cc1/C=N/Nc1ccccn1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,5940,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1723660,O=C(NC(=O)c1ccccc1F)OCc1ccc(Cl)cc1Cl,Mitochondrial import inner membrane translocase subunit TIM10,IC50,15000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1514261,O=C(Nc1cccc(NC(=O)c2cccs2)c1)c1ccc(Br)o1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,15000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1325489,O=Cc1ccccc1OCc1ccc2c(c1)OCO2,Mitochondrial import inner membrane translocase subunit TIM10,IC50,5650,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1362823,COCCNC(=O)/C(C#N)=C/c1ccc(OCc2ccc(F)cc2)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,11300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL3190837,CCSc1ncc(/C=N/Nc2ccc(Cl)cc2)n1C,Mitochondrial import inner membrane translocase subunit TIM10,IC50,10900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1564383,O=C(Nc1cc(-c2ccccc2)[nH]n1)c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,43300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL505057,Nc1ccc(/C=C/C(=O)c2cccs2)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,3170,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
CHEMBL1561874,COc1ccc(C(C[N+](=O)[O-])c2c(-c3ccccc3)cc3ccccn23)cc1OC,Mitochondrial import inner membrane translocase subunit TIM10,IC50,21000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID493002]",intermediate,CHEMBL1738512
