molecule_chembl_id,canonical_smiles,target_pref_name,standard_type,standard_value,assay_description,bioactivity_class,assay_chembl_id
CHEMBL1719533,O=C(Nc1cccc(Br)c1)C1CCCC1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7640,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1560912,Cc1nc2c(n1C1CCCCC1)C(=O)c1ccccc1C2=O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,10800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1364432,Oc1ccccc1-c1cc(-c2cccc(F)c2)[nH]n1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1734063,O=C(COc1ccccc1)N/N=C/c1ccc([N+](=O)[O-])o1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6560,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1543856,Cc1ccccc1OCCCSc1nc2ccccc2[nH]1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9440,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1575926,O=C(/C=C\Nc1cccc(F)c1)c1cccs1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7310,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1975652,C/C(=N\Nc1cc(N2CCCCC2)nc(C)n1)c1ccc(Br)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1373256,Cc1cccc(NC(=O)c2cc3ccccc3o2)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1975836,O=[N+]([O-])c1ccc(N/N=C/c2cccc(O)c2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6990,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1508269,O=C(Nc1ccc2[nH]c(-c3ccccc3)nc2c1)c1cccs1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,3620,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3144856,COc1ccc(C(C[N+](=O)[O-])c2c(C)[nH]n(-c3ccccc3)c2=O)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7550,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1336822,Cc1ccc(S(=O)(=O)N2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,30500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3191534,CCCOc1cccc(C(=O)N/N=C/c2coc3ccccc3c2=O)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1519598,COc1ccc(C(=O)N2CCc3ccc(NC(=O)c4ccccn4)cc3C2)cc1F,Mitochondrial import inner membrane translocase subunit TIM23,IC50,23800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1582505,CCOC(=O)c1c(C)oc2c(F)c(F)c(F)c(F)c2c1=O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1497967,CN(C(=O)c1ccco1)c1nnc(C23CC4CC(CC(C4)C2)C3)s1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,20800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1537149,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(Cl)c(Cl)c2)o1)c1c(C)n[nH]c1O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1489900,CC(C)n1cc(NC(=O)c2cc(-c3ccccc3)on2)cn1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7690,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1458593,O=Cc1sc(Nc2ccccc2)nc1Cl,Mitochondrial import inner membrane translocase subunit TIM23,IC50,11700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1976221,Cc1occc1C(=O)N/N=C/C(Br)=C/c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9060,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1358414,O=C(Nc1ccc(-c2ccc(N3CCCCC3)nn2)cc1)c1ccco1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,10000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3193403,N#C/C(N)=C(C#N)\N=C\c1cccc(Cl)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,8990,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1370243,O=C(Nc1ccc(F)c(Cl)c1)c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,11500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1390613,Cc1cccc(OCCN2C(=O)C(=O)c3cc(C)ccc32)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9520,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1563437,COc1ccc(C(=O)COC(=O)c2cncc(Br)c2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,10100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1544061,CCNC(=O)c1c(O)nc2ccccc2c1O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,33500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1586139,O=C(Nc1cccc(F)c1)N1CC=C(c2ccc(Cl)cc2)CC1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1700836,N#C/C(=C\c1ccc(Cl)cc1)C(=O)Nc1cccnc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,5720,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1401860,CCOC(=O)Nc1ccc2c(c1)Nc1ccccc1S2,Mitochondrial import inner membrane translocase subunit TIM23,IC50,11300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1390645,O=C(NCCCc1ccccc1)Nc1cccc(Cl)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1413980,O=Cc1cn(CCOc2ccccc2F)c2ccccc12,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1430094,COc1ccc(C(=O)Nc2nc3ccccc3s2)c(OC)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,5920,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1720356,CCCCCOC(=O)Cc1c(C)nc(-c2ccccc2)nc1O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3196008,O=C(N/N=C/c1ccc2cccnc2c1)c1ccco1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,18800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1573002,Nc1cccc(-c2nc3cc(C(=O)c4ccccc4)ccc3[nH]2)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,10700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1450380,Cc1ccc(CNc2oc(-c3cccs3)nc2C#N)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,25550,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1419879,O=C(Nc1cccc(NC(=O)c2ccco2)c1)c1cccc(Br)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1347107,COC(=O)c1ccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,11200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3196548,CNC(=S)N/N=C/c1cc(Br)cc(Br)c1O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,3140,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1350861,Cc1ccn2cc(-c3ccc(NC(=O)c4ccco4)cc3)nc2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,17600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1492357,Oc1ccccc1C1NN=C(c2ccccc2)S1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,18300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1474113,Nc1c(C(=O)Nc2ccc3c(c2)OCCO3)nnn1Cc1ccccc1Cl,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1508551,Cc1ccc(-c2nnc(NC3CCCC3)s2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,26550,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL202582,Cc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccs2)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6290,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1701567,CCC(C)c1ccc(NC(=O)COC(=O)C2CCCC2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,10700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1720670,Cc1ccc2nc(NC(=O)COC(=O)c3cccnc3)sc2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9580,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1489804,CC1(C)CC(n2c(NCCO)nc3c(c2=O)C2(CCCC2)Cc2ccccc2-3)CCO1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,8620,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1488624,Cn1c(/C(C#N)=C/c2ccncc2)nc2ccccc21,Mitochondrial import inner membrane translocase subunit TIM23,IC50,16300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1401953,Cc1ccn2cc(C(=O)Nc3ccc4c(c3)OCCO4)nc2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1337183,Cc1ccc(NCc2nc3ccccc3n2CCOc2ccccc2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,10400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1426615,CC(C)(C)c1ccc(OCC(=O)NCc2ccco2)c(Br)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,5940,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1508839,COC(=O)c1cccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,15100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1430166,CC1=CC(C)(C)N(C(=O)c2ccc(F)cc2)c2cc3c(cc21)OCO3,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1368827,Cc1ccc2occ(C(=O)c3ccco3)c(=O)c2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9160,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1423484,Cc1ccc2nc(NC(=O)Cn3nc(C)c([N+](=O)[O-])c3C)sc2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6130,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1495069,CC[C@@]1(c2ccccc2OC)ON(c2ccccc2C(F)(F)F)C1=O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,5910,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1599895,O=C(/C=C/c1ccccc1Cl)Nc1ccccc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1981344,O=C(N/N=C/C(Br)=C/c1ccccc1)c1ccccc1F,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1701399,COc1cc(/C=C/C(=O)OCC(=O)c2ccc(OC(F)F)cc2)ccc1O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1561281,Cc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)c3ccccc23)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7640,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL393244,Oc1ccc(-c2csc(Nc3ccccn3)n2)c(O)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,24900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1561258,O=C(Nc1oc2ccc(Cl)cc2c(=O)c1-c1ccc(F)cc1)c1ccco1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,17100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1426651,Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1528822,CC(C)(C)c1csc(NC(=O)c2ccc(Cl)s2)n1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,4070,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3191371,CCOC(=O)c1s/c(=N\C(=O)c2ccco2)n(C)c1C,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1399704,Nc1cc([N+](=O)[O-])cc2oc(-c3ccccc3)cc12,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1380546,O=C(CSc1nnnn1Cc1ccccc1)c1ccc(F)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,20000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1347488,Cc1ccc(NC(=O)c2ccc(Cl)c(NC(=O)c3cccs3)c2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
