molecule_chembl_id,canonical_smiles,target_pref_name,standard_type,standard_value,assay_description,bioactivity_class,assay_chembl_id
CHEMBL1546068,NS(=O)(=O)c1ccc(NC=C2C(=O)N(C3CCCCC3)C(=O)N(C3CCCCC3)C2=O)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1592379,Cc1ccccc1[C@@]1(C)ON(c2ccccc2C(F)(F)F)C1=O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7040,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1337947,O=C(/C=C/c1ccccc1)Oc1cccc2cccnc12,Mitochondrial import inner membrane translocase subunit TIM23,IC50,21300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1541841,COc1ccc(S(=O)(=O)NCc2ccc(C)cc2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,20450,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1522989,O=C(Nc1ccc(-c2cn3ccccc3n2)cc1)c1ccco1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6010,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1331973,Cc1cccn2c(O)c(C(=O)NC3CCCCC3)c(=O)nc12,Mitochondrial import inner membrane translocase subunit TIM23,IC50,15600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1320439,O=C(c1ccccc1)N1N=C(c2cccs2)CC1c1ccccc1O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,22800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1529733,Cn1c(=O)c(C(=O)Nc2ncccn2)c(O)c2ccccc21,Mitochondrial import inner membrane translocase subunit TIM23,IC50,8490,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1397452,CC1CCN(c2ccc(-c3cccs3)nn2)CC1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6210,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1704810,O=c1cc(-c2ccsc2)oc2ccc(C#CC3(O)CCCCC3)cc12,Mitochondrial import inner membrane translocase subunit TIM23,IC50,38150,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1723730,Cc1nc2[nH]c(-c3cccs3)nc2cc1Br,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1375659,Cc1ccc2oc(C(Cl)(Cl)Cl)cc(=O)c2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,4380,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1388353,Cc1[nH]c2ccccc2c1C(=O)/C=C/c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9050,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1510339,COC(=O)c1ccc(NC(=O)c2nc(S(=O)(=O)Cc3cccc(C)c3)ncc2Cl)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,1090,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1538611,O=C(Nc1ccc2[nH]c(-c3ccc(Br)o3)nc2c1)c1ccco1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,5880,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1525559,CCC(=O)CC(c1ccccc1)C1(Cl)C(=O)c2ccccc2C1=O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6320,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1734041,C=CCNC(=O)c1ccc2c3n(nc2c1)-c1ccc(Cl)cc1CO3,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1580671,COc1ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc1O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1463435,Cn1c(C(=O)Nc2ccc3c(c2)OCCO3)cc2sccc21,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1372333,COc1ccc(-c2cc(-c3ccccc3O)[nH]n2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9380,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1331884,Cn1c(C=O)c(C#Cc2ccccc2)c2ccccc21,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6210,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1375532,Cc1ccc(-c2nnc(N3CCC(C)CC3)c3ccccc23)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1301700,COc1cc(C2CC(c3cccs3)=NN2C(=O)CCl)ccc1OC(F)F,Mitochondrial import inner membrane translocase subunit TIM23,IC50,21900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1490308,C=C1CCc2c([nH]c3ccc(OCC(C)C)cc23)C1=O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,3330,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1411403,O=C(/C=C/c1ccco1)Nc1scc(-c2ccccc2)c1C(=O)O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1724140,CCc1ccc(NC(=O)/C(C#N)=C/c2ccncc2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,4410,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1493534,CN1C(=O)/C(=C\c2ccco2)N=C1c1ccc(Cl)cc1Cl,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1471157,NC(=O)c1c(NC(=O)c2ccccc2F)sc2c1CCCC2,Mitochondrial import inner membrane translocase subunit TIM23,IC50,38300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1529156,O=C(Nc1ccc2c(c1)OCCO2)c1cccc(Br)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1486250,CC1CCCCN1C(=O)Nc1cccc(Cl)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,14100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1568268,O=C(c1cc(-c2cccc(O)c2)on1)N1CCc2ccccc2C1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,16000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1600793,O=C(COC(=O)CC1CCCC1)Nc1ccc(Cl)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1363112,Cc1ccc(-c2nn(-c3ccccc3)cc2NC(=O)CCl)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,4310,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1734750,COC(=O)c1c(-c2ccc(S(C)(=O)=O)cc2)sc2ccc(OC)cc12,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1588408,O=C(Oc1cccc2c(O)cccc12)c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,8690,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1513849,CCc1sc(C(=O)Nc2ccc3c(c2)OCO3)cc1C,Mitochondrial import inner membrane translocase subunit TIM23,IC50,19200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1466798,Cn1c(S)nnc1-c1sc2ccccc2c1Cl,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7610,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1502933,O=C(Nc1ccc2oc(-c3ccccc3)nc2c1)c1cccnc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,5530,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1520607,O=C(CSc1cccs1)Nc1ccc2ccccc2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1304996,Cc1ccc(NC(=O)c2cc(C)n(-c3ccccc3)c2C)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,21000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1439672,O=S(=O)(CCSc1ccccn1)c1nc2ccccc2s1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,10000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1446866,Cc1cc(C)nc(SCC(=O)c2cc3ccccc3oc2=O)n1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9910,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1499583,CN1C(=O)C(=Cc2ccccc2OS(=O)(=O)c2ccccc2)C(=O)N(C)C1=O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6590,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1525481,O=C(Nc1ccc2[nH]c(-c3ccc(Br)o3)nc2c1)c1cccs1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,1350,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1598377,O=C(Nc1nccs1)c1ccc(Cl)s1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7480,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3208072,CO/C(N)=C(C#N)/N=C/c1ccccc1Cl,Mitochondrial import inner membrane translocase subunit TIM23,IC50,8600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL116890,c1ccc(-c2nc(NCc3cccs3)c3ccccc3n2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3190107,O=C(N/N=C/C(Br)=C/c1ccccc1)c1cccs1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1357063,O=Cc1cccnc1SCc1ccccc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3184468,N#C/C(C(N)=O)=c1/ccc2c(c1)N1C3=C(CCCC3)CC3CCCCC31N=2,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7430,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1542050,O=C(c1cc(-c2ccc(O)cc2)on1)N1CCCc2ccccc21,Mitochondrial import inner membrane translocase subunit TIM23,IC50,12900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1549870,Oc1ccc(Oc2ccc(Oc3ccc(O)cc3)cc2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6420,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1607194,CCc1ccc2oc(-c3cc(N)ccc3Cl)nc2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6180,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1705584,CCCCn1c(N)c(N(CCC(C)C)C(=O)c2ccc3c(c2)OCO3)c(=O)[nH]c1=O,Mitochondrial import inner membrane translocase subunit TIM23,IC50,11100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1323316,CCn1ncc([N+](=O)[O-])c1C(=O)Nc1nc2cccc(C)c2s1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,17700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1460252,Cc1oc2cc(O)cc(O)c2c(=O)c1-c1ccc2c(c1)OCCCO2,Mitochondrial import inner membrane translocase subunit TIM23,IC50,8840,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1331213,Nc1ccc2nc(SCc3cccc(F)c3)sc2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1715085,O=S1(=O)N[C@@H](Cc2ccccc2)COc2cc(Br)ccc21,Mitochondrial import inner membrane translocase subunit TIM23,IC50,18400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1577650,Cc1ccc(-c2nc(CNC(=O)c3cc(C)on3)cs2)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,15000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1305259,COc1ccc(C(=O)CC(=O)c2ccccc2O)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,15100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1417692,Cc1ccc2[nH]cc(C(=O)CCl)c2c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,6020,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1305314,Cc1cc(C(=O)COC(=O)c2ccc([N+](=O)[O-])o2)c(C)n1CC1CCCO1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,10100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1966622,O=C(N/N=C/C(Cl)=C\c1ccccc1)c1cccs1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,4850,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1580979,O=CN(/C=C1\Sc2ccccc2C1=O)Cc1ccccc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,7020,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1312967,CCCCCCSC1=C(C#N)C(c2ccccc2)CC(=O)N1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,13400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL1538905,Cc1ccc(SCC(=O)OCn2nnc3ccccc3c2=O)cc1C,Mitochondrial import inner membrane translocase subunit TIM23,IC50,9990,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL3191504,O=C(N/N=C/c1coc2ccc(Cl)cc2c1=O)c1cc(O)cc(O)c1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,5830,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
CHEMBL60718,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,Mitochondrial import inner membrane translocase subunit TIM23,IC50,2180,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim23-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463212, AID463216, AID504657, AID504672]",intermediate,CHEMBL1738508
